SP ID	Wikipedia URL	EE ID	Full Name	Full Name Reversed	Particule?	Relationships	Clerical title	Religious Network	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Encyclopedistes	Freemason	Jacobin	Société des Trente	Lodge	GenderGroup	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet	Column6	Wikipedia Image Link	VIAF ID	VIAF URL	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID
1208	http://en.wikipedia.org/wiki/Gustaf_Philip_Creutz	creutgusta000766	Greve Gustaf Filip Creutz	"Creutz, Greve Gustaf Filip"														Male	5/1/1731	1731	10/30/1785	1785	Anjala gård	Finland	Stockholm	Sweden	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/9/96/Gustav_Filip_Creutz.jpg/220px-Gustav_Filip_Creutz.jpg	71659499	http://viaf.org/71659499	1	2	3	Creutz

1209	https://commons.wikimedia.org/wiki/Category:Ulrik_Scheffer		Ulrik Scheffer 															Male	5/8/1716	1716	4/3/1799	1799	Nyköping	Sweden																	

1210		noailmarie024842	"Marie Anne Françoise de Noailles, comtesse de La Marck"		Yes													Female	1/12/1719	1719	1793-00-00	1793		France		unknown	 	 													

1211	https://en.wikipedia.org/wiki/Gustav_III_of_Sweden		Gustaf III															Male		1746		1792	Stockholm	Sweden	Stockholm	Sweden															

1212	"https://en.wikipedia.org/wiki/Prince_Frederick_Adolf,_Duke_of_%C3%96sterg%C3%B6tland"		Prince Fredrik															Male		1750		1803	Stockholm	Sweden	Stockholm	Sweden															

1213			Mme de La Reynière		Yes													Female																							

1214		barthjeanj024178	Jean Jacques Barthélemy						Yes									Male	1716-00-00	1716	1795-00-00	1795		unknown																	

1215	"https://en.wikipedia.org/wiki/Joseph_Hyacinthe_Fran%C3%A7ois_de_Paule_de_Rigaud,_Comte_de_Vaudreuil"		"Joseph Hyacinthe François de Paule de Rigaud, Comte de Vaudreuil"															Male		1740		1817	Saint-Domingue	France	Paris	France															

1216			"Pierre Victor, baron de Besenval de Brünstatt"		Yes													Male		1722		1794	Solothurn	Switzerland	Paris	France															

1217	"https://en.wikipedia.org/wiki/Louis_Philippe,_comte_de_S%C3%A9gur"		"Antoinette Élisabeth d'Aguesseau, comtesse de Ségur"		Yes													Female																							

1218	https://en.wikipedia.org/wiki/Antonio_Sacchini		Antonio Sacchini															Male		1730		1786	Florence	Italy	Paris	France															

1219	https://en.wikipedia.org/wiki/Niccol%C3%B2_Piccinni		Niccolò Piccinni															Male		1728		1800	Bari	Italy	Passy	France															

1220			Pierre-Jean Garat															Male		1764		1823	Ustaritz	France	Paris	France															

1221			Richer															Male																							

1222	"https://en.wikipedia.org/wiki/Charles_Juste_de_Beauvau,_Prince_of_Craon"	beauvcharl000883	Prince Charles-Juste de Beauvau-Craon															Male	9/10/1720	1720	5/21/1793	1793	Lunéville	France	Paris	France															

1223	"https://en.wikipedia.org/wiki/Charles_Lennox,_3rd_Duke_of_Richmond"	lennocharl024313	"Charles Lennox, 3rd duke of Richmond"	"Lennox, Charles, 3rd duke of Richmond"														Male	2/22/1735	1735	12/29/1806	1806	London	England		unknown															

1224	"https://en.wikipedia.org/wiki/Louisa_Murray,_Countess_of_Mansfield"		"Louisa Murray, Countess of Mansfield, Lady Stormont"															Female		1758		1843																			

1225	"http://en.wikipedia.org/wiki/David_Murray,_2nd_Earl_of_Mansfield"		"David Murray, 2nd Earl of Mansfield, Lord Stormont"															Male		1727		1796																			

1226	https://en.wikipedia.org/wiki/Manon_Balletti		Manon Balletti															Female		1740		1776														44468577	https://viaf.org/viaf/44468577/				

1227			Edward Smith-Stanley															Male																							

1228	https://fr.wikipedia.org/wiki/Philibert_Trudaine_de_Montigny	trudajeanc003366	Jean Charles Philibert Trudaine de Montigny		Yes													Male	1733-00-00	1733	1777-00-00	1777	Clermont-Ferrand	France	Paris	France															

1229			Anne Marie Rosalie de Trudaine		Yes													Female		1747		1776	Fourqueux	France	Paris	France															

1230	http://en.wikipedia.org/wiki/Jean_Lévesque_de_Burigny	levesjean0002164	Jean Lévesque de Burigny	"Lévesque de Burigny, Jean"	Yes				Yes		Yes							Male	1692-09-00	1692	10/8/1785	1785	Reims	France	Paris	France	 	 	Voltaire	 	 	 	 			36965930	http://viaf.org/36965930	12	1	13	

1231	http://en.wikipedia.org/wiki/Joseph-Marie_Vien	vienjosep0023048	Joseph Marie Vien	"Vien, Joseph Marie"					Yes	Yes								Male	6/18/1716	1716	3/27/1809	1809	Montpellier	France	Paris	France	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/3/37/JMVien.jpg	36948789	http://viaf.org/36948789	1	1	2	

1232	"http://en.wikipedia.org/wiki/%C3%89tienne_Fran%C3%A7ois,_duc_de_Choiseul"	choisetien000961	"Étienne François de Choiseul-Stainville, duc de Choiseul"	"Choiseul-Stainville, Étienne François de, duc de Choiseul"	Yes						Yes							Male	6/28/1719	1719	5/8/1785	1785	Nancy	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/a/a3/%C3%89tienne-Fran%C3%A7ois_de_Choiseul.jpg	22140047	http://viaf.org/viaf/22140047/	56	63	119	

1233			Simon René Baudouin	"Baudouin, Simon René"		comte												Male		1723		1797														88602787	http://viaf.org/viaf/88602787				

1234			Antoine François Châtre de Billy	"Billy, Antoine François Châtre de"	Yes													Male				1784																			

1235	http://en.wikipedia.org/wiki/François_Boucher		François Boucher	"Boucher, François"														Male	9/29/1703		5/30/1770		Paris	France	Paris	France										66517093	https://viaf.org/viaf/66517093/				

1236			Simon Charles Boutin	Simon Charles Boutin														Male																							

1237			Branicki	Branicki														Male																							

1238	http://en.wikipedia.org/wiki/Jean-Baptiste-Siméon_Chardin		Jean Baptiste Simon Chardin	"Chardin, Jean Baptiste Simon "														Male	11/2/1699		12/6/1779															12392613	https://viaf.org/viaf/12392613/				

1239			Pierre de Clibereil	"Clibereil, Pierre de"	Yes													Male																							

1240			Henri Costa de Beauregard	"Costa de Beauregard, Henri"	Yes													Male		1753																					

1241	http://en.wikipedia.org/wiki/Adam_Kazimierz_Czartoryski		prince Czartoryski	"Czartoryski, prince"														Male	12/1/1734		3/19/1823		Danzig	Poland	Sieniawa											25362624	http://viaf.org/viaf/25362624				

1242	http://en.wikipedia.org/wiki/Ursin_Durand		abbé Ursin Durand	"Durand, Ursin abbé"				Catholic_Clergy										Male	5/20/1682	\		8/31/1771	Tours	France	Paris	France										71421942	https://viaf.org/viaf/71421942/				

1243			Louise Henriette Charlotte Duras	"Duras, Louise Henriette Charlotte"														Female		1745		1832																			

1244			"Estampes, Adélaïde Godefroy Julie de Fouilleuse de Flavacourt"	"Estampes, Adélaïde Godefroy Julie de Fouilleuse de Flavacourt"	Yes													Male		1742		1760																			

1245			Jean-François Georgel	"Georgel, abbé Jean-François"			abbé	Catholic_Clergy										Male		1731		1813																			

1246			Granowski	Granowski														Male																							

1247	http://fr.wikipedia.org/wiki/Jacques_Guay		Jacques Guay	"Guay, Jacques"														Male		1715		1787	Marseille	France	Paris	France															

1248	http://en.wikipedia.org/wiki/Noël_Hallé		Noël Hallé	"Hallé, Noël"														Male	1711-09-02	1711	1781-06-05	1781	Paris	France	Paris	France										14876480	https://viaf.org/viaf/14876480/				

1249	http://en.wikipedia.org/wiki/Alexander_Kucharsky		Alexander Kucharsky	"Kucharsky, Alexander "														Male	1741-03-18		1819-11-05		Warsaw	Poland	Paris	France															

1250			Anne Julie Françoise de Crussol La Vallière	"La Vallière, Anne Julie Françoise de Crussol"	Yes													Female		1713		1793																			

1251	http://en.wikipedia.org/wiki/Louis-Jean-François_Lagrenée		"Louis Jean François Lagrenée, dit l'aîné"	"Lagrenée, Louis Jean François, dit l'aîné"														Female	12/30/1724		6/19/1805															47678872	https://viaf.org/viaf/47678872/				

1252	http://www.encyclopedia.com/doc/1G2-2830902575.html		Jean-Baptiste Le Roy	"Le Roy, Jean-Baptiste"						Yes			Yes					Male	8/15/1720	1720	1/21/1800	1800	Paris	France	Paris	France															

1253			Nicolas Louis	"Louis, Nicolas"														Male	1731	1731	1800	1800																			

1254			princesse Lubormiska	"Lubormiska, princesse"														Female				1771																			

1255			Mme Lullie	"Lullie, Mme"														Female																							

1256			Marie Charlotte Lullin	"Lullin, Marie Charlotte"														Female																							

1257	http://en.wikipedia.org/wiki/Abel_François_Poisson		Abel François Poisson Marigny	"Marigny, Abel François Poisson "														Male	1727	1727	1781-05-12	1781	Paris	France	Paris	France										66475402	https://viaf.org/viaf/66475402/				

1258	http://fr.wikipedia.org/wiki/Anne_Marguerite_Gabrielle_de_Beauveau-Craon		"Anne Marguerite Gabrielle de Beauvau-Craon, maréchale de Mirepoix"	"Beauvau-Craon, Anne Marguerite Gabrielle de, maréchale de Mirepoix"	Yes													Female	4/28/1707	1707	5/1/1798	1798		France	Brussels	Belgium															

1259	http://en.wikipedia.org/wiki/Jean-Baptiste_Lamarck		Jean-Baptiste Lamarck	"Lamarck, Jean-Baptiste "														Male	1744-08-01		1829-12-18	1795	Bazentin	France	Paris	France										41849820	https://viaf.org/viaf/41849820/				

1260			Adam Petrovich Ozharovsky?	"Ozharovsky, Adam Petrovich ?"														Male	1776		1855-11-30																				

1261			Paul Pairaux	"Pairaux, Paul"			abbé	Catholic_Clergy										Male	1730	1730		1814																			

1262			Pallavicini	Pallavicini														Male	1720	1720	1789-10-30		Genoa	Italy																	

1263	http://en.wikipedia.org/wiki/Jean-Rodolphe_Perronet		Jean-Rodolphe Perronet	"Perronet, Jean-Rodolphe "														Male	1708-10-27	1708	1794-02-27	1794	Suresnes	France	Pont de la Concorde	France										14798553	https://viaf.org/viaf/14798553/				

1264			 abbé Noël-Antoine Pluche	"Noël-Antoine Pluche, abbé"			abbé	Catholic_Clergy										Male	1688-11-13	1688	1761-11-19	1761	Reims	France																	

1265	http://en.wikipedia.org/wiki/Stanis_aw_August_Poniatowski		Stanis_aw August Poniatowski	"Poniatowski, Stanis_aw August "														Male	1732-01-17	1732	1798-02-12	1798	Vowchyn	Poland	Saint Petersburg	Russia										26221	https://viaf.org/viaf/26221/				

1266	http://en.wikipedia.org/wiki/Seweryn_Rzewuski		Seweryn Rzewuski	"Rzewuski, Seweryn "														Male	1743-03-13		1811-12-11		Podhorse		Vienna	Austria										14993260	https://viaf.org/viaf/14993260/				

1267			"Saint-Vincent, François Marguerite Joseph Courtin"	"Saint-Vincent, François Marguerite Joseph Courtin"														Male																							

1268			Sapieha	Sapieha														Female																							

1269			Mme Sartine	"Sartine, Mme"														Female																							

1270			Mme Saurin	"Saurin, Mme"														Female																							

1271	"http://en.wikipedia.org/wiki/Louis_Philogène_Brûlart,_vicomte_de_Puisieulx"		"Louis Philogène Brûlart, vicomte de Puisieulx"	"Brûlart, Louis Philogène, vicomte de Puisieulx"														Male	1702-05-12	1702	1770-12-08	1770																			

1272			Auguste Sulkowski	"Sulkowski, Auguste"														Male																							

1273			Tyskiewicz	Tyskiewicz														Male				1775																			

1274	https://en.wikipedia.org/wiki/Charles-Andr%C3%A9_van_Loo		Charles-André van Loo	"van Loo, Charles-André "														Male	1705-02-15	1705	1765-07-15	1765	Nice	France	Paris	France															

1275	http://en.wikipedia.org/wiki/Claude_Joseph_Vernet		Claude Joseph Vernet	"Vernet, Claude Joseph"														Male	1714-08-14	1714	1789-12-03	1789	Avignon	France	Paris	France										14965328	https://viaf.org/viaf/14965328/				

1276			abbé de Bon	"Bon, abbé"				Catholic_Clergy										Male																							

1277	http://en.wikipedia.org/wiki/Claude-Henri_Watelet	watelclaud003519	Claude Henri Watelet	"Watelet, Claude Henri"					Yes				Yes					Male	8/28/1718	1718	1/12/1786	1786	Paris	France	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Jean-Baptiste_Greuze_-_Claude_Watelet_%281765%29.jpg/300px-Jean-Baptiste_Greuze_-_Claude_Watelet_%281765%29.jpg	66565253	http://viaf.org/66565253	6	7	13	Watelet

1278	http://en.wikipedia.org/wiki/Fortunato_Felice	felicfortu000991	Fortunato Bartolomeo de Felice	"Felice, Fortunato Bartolomeo de"	Yes													Male	1723-00-00	1723	1789-00-00	1789	Rome	Italy	Yverdon	Switzerland	 	 	 	Rousseau	 	 	 		upload.wikimedia.org/wikipedia/en/thumb/d/db/Fortunato_Bartolommeo_de_Felice.gif/200px-Fortunato_Bartolommeo_de_Felice.gif	14780406	http://viaf.org/14780406	1	2	3	

1279	"http://en.wikipedia.org/wiki/Anne-Catherine_de_Ligniville,_Madame_Helvétius"	helveannec023904	Anne-Catherine de Lignivile	"Lignivile, Anne Catherine"	Yes													Female	7/23/1722	1722	8/12/1800	1800		France	Auteuil	France	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/5/51/AnneCatherineHelvetius.jpg	64007015	http://viaf.org/64007015	164	102	266	

1280	http://en.wikipedia.org/wiki/Augustin_Roux		Augustin Roux	"Roux, Augustin"									Yes					Male	1726	1726	1776	1776	Bordeaux	France	Paris	France										56934602	https://viaf.org/viaf/56934602/				

1281	http://en.wikipedia.org/wiki/Marie_Thérèse_Rodet_Geoffrin	geoffmarie003000	Marie Thérèse Geoffrin	"Geoffrin, Marie Thérèse"														Female	1699-00-00	1699	1777-00-00	1777		France		unknown	 	 	Voltaire	 	D'Alembert	 	 			39485386	http://viaf.org/39485386	4	3	7	Geoffrin Madame

1282	http://fr.wikipedia.org/wiki/Paul_Bosc_d'Antic		Paul Bosc d'Antic	"Bosc d'Antic, Paul"	Yes													Male	7/8/1726	1726	4/4/1784	1784	Pierre-Ségade		Paris	France															

1283	http://en.wikipedia.org/wiki/René_Antoine_Ferchault_de_Réaumur		René Antoine Ferchault de Réaumur	"Réaumur, René Antoine Ferchault de "	Yes													Male	1683-02-28	1683	1757-10-17	1757	La Rochelle	France												59144347	https://viaf.org/viaf/59144347/				

1284			prince de Courlande	"Courlande, Prince de"	Yes													Male		1687		1772																			

1285	http://en.wikipedia.org/wiki/François-Hubert_Drouais		François-Hubert Drouais	"Drouais, François-Hubert "														Male	1727-12-14	1727	1775-10-21	1775	Paris	France	Paris	France										34715058	https://viaf.org/viaf/34715058/				

1286	http://en.wikipedia.org/wiki/Stanis_aw_August_Poniatowski	stanislasi002866	"Stanislas II, king of Poland"	"Stanislas II, king of Poland"														Male	1/17/1732	1732	2/12/1798	1798	Vowchyn	Belarus	St Petersburg	Russia	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/b/be/Stanislaw_Ulam_ID_badge.png/240px-Stanislaw_Ulam_ID_badge.png	26221	http://viaf.org/26221	6	5	11	Stanislas II Auguste

1287		roquejeann003016	"Jeanne Angélique Roque de Varengeville, duchesse de Villars"	"Roque de Varengeville, Jeanne Angélique, duchesse de Villars"	Yes													Female	1675-00-00	1675	1765-00-00	1765		France		unknown	 	 	 	 	 	 	 					0	0	0	

1288		protiannec023901	Anne Catherine Protin de Barbarat	"Protin de Barbarat, Anne Catherine"	Yes													Female	1683-00-00	1683	1757-00-00	1757		France		unknown	 	 	 	 	 	 	 					0	0	0	

1289		rouilantoi001187	"Antoine Louis de Rouillé, comte de Jouy"	"Rouillé, Antoine Louis de, comte de Jouy"	Yes													Male	1689-00-00	1689	9/20/1761	1761		France		unknown	 	 	 	 	 	 	 					0	1	1	

1290	http://en.wikipedia.org/wiki/Jean-François_Du_Bellay_du_Resnel	dubeljeanf001360	Jean François Du Bellay Du Resnel	"Du Bellay Du Resnel, Jean François"				Catholic_Clergy	Yes									Male	6/29/1692	1692	2/25/1761	1761	Rouen	France		unknown	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/8/8c/Jean-Fran%C3%A7ois_Resnel_Bellay.jpg	47004842	http://viaf.org/47004842	14	4	18	

1291	http://en.wikipedia.org/wiki/Françoise_de_Graffigny	huguefranc000818	Françoise Paule Huguet de Graffigny	"Huguet de Graffigny, Françoise Paule"	Yes													Female	2/11/1695	1695	12/12/1758	1758	Nancy	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/1/1b/Francoisedegraffigny.jpg	36919157	http://viaf.org/36919157	93	78	171	

1292		boscdjeann000364	"Jeanne Grâce Bosc Du Bouchet, comtesse d'Argental"	"Bosc Du Bouchet, Jeanne Grâce, comtesse d'Argental"	Yes													Female	1703-00-00	1703	1774-00-00	1774		France		unknown	 	 	Voltaire	 	 	 	 					40	6	46	

1293	http://fr.wikipedia.org/wiki/Anne-Marie_du_Boccage	fiqueannem023579	Anne Marie Fiquet Du Boccage	"Fiquet Du Boccage, Anne Marie"														Female	10/22/1710	1710	8/8/1802	1802	Rouen	France		unknown	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/4/43/Anne-MarieDuBoccage.jpg			11	5	16	

1294	http://fr.wikipedia.org/wiki/Diane-Adélaïde_de_Mailly	mailldiane001118	"Diane de Mailly, duchesse de Villars-Brancas"	"Mailly, Diane de, duchesse de Villars-Brancas"	Yes													Female	1714-00-00	1714	11/30/1769	1769		France		unknown	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/a/a0/Diane_Ad%C3%A9la%C3%AFde_de_Mailly-Nesle.jpg			1	0	1	

1295		voyermarcr001249	"Marc Antoine René de Voyer de Paulmy, marquis d'Argenson"	"Voyer de Paulmy, Marc Antoine René de, marquis d'Argenson"	Yes				Yes									Male	11/22/1722	1722	8/13/1787	1787		France		France	 	 	Voltaire	 	 	 	 			66501599	http://viaf.org/66501599	5	1	6	

1296	http://en.wikipedia.org/wiki/Saverio_Bettinelli	bettisaver000291	Saverio Bettinelli	"Bettinelli, Saverio"				Clergy_Catholic										Male	1718-00-00	1718	1808-00-00	1808		Italy		unknown	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/8/89/IllustrazioneL9.jpg/200px-IllustrazioneL9.jpg	29558099	https://viaf.org/viaf/29558099/	4	6	10	

1297	http://fr.wikipedia.org/wiki/Nicolas_Liebault		Nicolas-François Liébault	"Liébault, Nicolas-François"									Yes					Male		1716		1800	Nancy	France																	

1298			Pierre Valleré	"Vallère, Pierre"														Male		1702		1772																			

1299			Mme Decamps	"Decamps, Mme"														Female																							

1300			Armand Dumay	"Dumay, Armand"														Male																							

1301			Mme Forrester	"Forrester, Mme"														Female																							

1302			Lucé	Lucé														Male																							

1303	https://fr.wikipedia.org/wiki/Antoine-Martin_Chaumont_de_La_Galaizi%C3%A8re		La Galaizière	La Galaizière														Male																							

1304			Mareil	Mareil														Male																							

1305			Mme de Preysing	"Preysing, Mme de"	Yes													Female																							

1306	http://fr.wikipedia.org/wiki/Gabriel-Louis_Pérau		abbé Pérau	"Pérau, abbé "				Catholic_Clergy										Male	1700-00-00		3/31/1767		Semur	France	Paris	France															

1307			Jean-François Verdun de Montchiroux	Verdun de Montchiroux														Male																							

1308			Mlle Bagarotti	"Bagarotti, Mlle "														Female																							

1309			Jacques-Louis Desvoys	"Desvoys, Jacques-Louis "														Male		1721		1769																			

1310	https://en.wikipedia.org/wiki/Thomas_Dromgoole		Thomas Dromgoole	"Dromgoole, Thomas"														Male	1750	1750	1826	1826		Ireland	Rome	Italy										9690522	http://viaf.org/viaf/9690522				

1311			Dufresne d'Aubigny	"d'Aubigny, Dufresne "	Yes													Male																							

1312			Mazières	Mazières														Male																							

1313	http://fr.wikipedia.org/wiki/Claude_Guimond_de_La_Touche		Guimond de La Touche	"La Touche, Guimond de"	Yes			Jesuit										Male		1723																49518157	http://viaf.org/viaf/49518157				

1314			Baron du Houx de Vioménil	"Houx de Vioménil, Baron du "														Male																							

1315			La Galaizière nephews and more brothers	"La Galaizière, nephews and more brothers"														Group																							

1316			"Rose de Ponze, baronne de Neuvron"	"Ponze, Rose de, baronne de Neuvron"	Yes													Female																							

1317	http://en.wikipedia.org/wiki/Emmanuel_Héré_de_Corny		Emmanuel Héré de Corny	"Héré de Corny, Emmanuel "	Yes													Male	1705-10-12	1705	1763-02-02	1763	Nancy	France	Lunéville	France										15564146	https://viaf.org/viaf/15564146/				

1318			Mme Héré	"Héré, Mme "														Female																							

1319	"http://en.wikipedia.org/wiki/François_Joseph_de_Choiseul,_marquis_de_Stainville"		"François Joseph de Choiseul, marquis de Stainville"	"Choiseul, François Joseph de, marquis de Stainville"	Yes													Male	1700	1700	1770	1770																			

1320			"Stainville, Marquise de "	"Stainville, Marquise de"														Female																							

1321	http://en.wikipedia.org/wiki/Pierre-Joseph_Bernard		Pierre-Joseph Bernard	"Bernard, Pierre-Joseph"														Male	1708-08-26	1708	1775-11-01	1775	Grenoble	France												34471504	https://viaf.org/viaf/34471504				

1322	http://en.wikipedia.org/wiki/Jacques_de_Vaucanson		Jacques Vaucanson	"Vaucanson, Jacques "														Male	1709-02-24	1709	1782-11-21	1782	Grenoble	France	Paris	France										12325628	http://viaf.org/viaf/12325628				

1323			maréchal de Lowendal	"Lowendal, maréchal de"	Yes													Male	4/1/1700	1700	5/27/1755	1755	Hambourg	Germany	Paris	France										54192674	http://viaf.org/viaf/54192674				

1324	"http://en.wikipedia.org/wiki/Jean-Baptiste_Francois_des_Marets,_marquis_de_Maillebois"		Jean-Baptiste Desmarets de Maillebois	"Desmarets de Maillebois, Jean-Baptiste, maréchal"														Male	1682	1682	2/7/1762															54174360	http://viaf.org/viaf/54174360				

1325	http://fr.wikipedia.org/wiki/Nicolas-Claude_Thieriot		Nicolas-Claude Thieriot	"Thieriot, Nicolas-Claude"														Male	1/1/1696	1696	11/23/1772	1772	Paris	France	Paris	France										9771184	http://viaf.org/viaf/9771184				

1326			"La Galaizière, abbé"	"La Galaizière, abbé"				Catholic_Clergy										Male																							

1327	http://en.wikipedia.org/wiki/Giacomo_Casanova		Giacomo Casanova	"Casanova, Giacomo"														Male	1725-04-02	1725	1798-06-04		Venice	Italy	Duchcov										http://upload.wikimedia.org/wikipedia/commons/a/a0/Casanova_ritratto.jpg	61543231	http://viaf.org/viaf/61543231				

1328			Clairon Lebrun	"Lebrun, Clairon"														Male																							

1329	http://fr.wikipedia.org/wiki/Philippe_Vayringe		Philippe Vayringe	"Vayringe, Philippe "														Male	1684	1684	1745	1745	La Meuse	France																	

1330	http://de.wikipedia.org/wiki/Valentin_Jamerai_Duval		Valentin Jameria Duval	"Duval, Valentin Jameria "														Male																		74913431	http://viaf.org/viaf/74913431				

1331	http://fr.wikipedia.org/wiki/Charles-Antoine_Leclerc_de_La_Bruère		Charles-Antoine Le Clerc	"Le Clerc, Charles-Antoine "														Male	1714	1714	9/18/1754	1754	Crépy-en-Valois	France	Rome	Italy															

1332			Balthazar-Joseph-Francois-Nicolas-Antoine-Michel Hurtado	"Hurtado, Balthazar-Joseph-Francois-Nicolas-Antoine-Michel "														Male																							

1333			Nicolas Duvigeon	"Duvigeon, Nicolas"														Male																							

1334			Blane	Blane														Male																							

1335			James Forrester	"Forrester, James"														Male																							

1336	http://en.wikipedia.org/wiki/Granville_Elliott		Granville Eliot	"Eliot, Granville"														Male	10/7/1713	1713	10/10/1759	1759	Barnes	England	Rodheim an der Bieber	Germany										3559513	http://viaf.org/viaf/3559513				

1337			Pierre de Lubert	"Hubert, Pierre de"	Yes													Male																							

1338			Nicolas Vennevault	"Vennevault, Nicolas "														Male	1697	1697	1775	1775														90519984	http://viaf.org/viaf/90519984				

1339	http://en.wikipedia.org/wiki/Lord_Sherard_Manners		Lord Sherard Manners	"Manners, Lord Sherard "														Male	1713	1713	1742-01-13	1742																			

1340	http://en.wikipedia.org/wiki/Antoine-Martin_Chaumont_de_La_Galaizière		Antoine-Martin Chaumont de La Galaizière	"La Glaisière, Antoine-Martin Chaumont de "	Yes													Male	1697-01-22	1697	1783-10-03	1783	Namur	Belgium	Paris											7381930	http://viaf.org/viaf/7381930				

1341			Francois Grobert	"Robert, Francois "														Male																							

1342			Mme Badaud	"Badaud, Mme"														Male																							

1343			François-Joseph Hunauld	"Hunauld, François-Joseph "														Male	1701-02-24		1742-12-15		Châteaubriant	France																	

1344	"http://en.wikipedia.org/wiki/Louis,_Marquis_of_Brancas_and_Prince_of_Nisaro"	branclouis000424	"Louis de Brancas de Forcalquier, marquis de Céreste"	"Brancas de Forcalquier, Louis de, marquis de Céreste"	Yes													Male	1/19/1672	1672	8/9/1750	1750		France		unknown	 	 	Voltaire	 	 	 	 					5	0	5	

1345	http://en.wikipedia.org/wiki/Claude_Adrien_Helvétius	helveclaud001934	Claude Adrien Helvétius	"Helvétius, Claude Adrien"					Yes					Yes				Male	1715-01-00	1715	12/26/1771	1771	Paris	France	Paris	France	 	 	Voltaire	 	D'Alembert	 	 		http://upload.wikimedia.org/wikipedia/commons/2/24/Claude_Adrien_Helv%C3%A9tius.jpg	100185545	http://viaf.org/100185545	177	278	455	Helvétius

1346	http://en.wikipedia.org/wiki/Jean-François_de_La_Harpe	laharjeanf001044	Jean François de La Harpe	"La Harpe, Jean François de"	Yes				Yes	Yes								Male	11/20/1739	1739	2/11/1803	1803	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/7/7c/La_Harpe.jpg	13119	http://viaf.org/13119	71	17	88	

1347	http://en.wikipedia.org/wiki/Marie-Charlotte_Hippolyte_de_Campet_de_Saujon	campemarie001962	"Marie Charlotte Hippolyte de Campet de Saujon, comtesse de Boufflers"	"Campet de Saujon, Marie Charlotte Hippolyte de, comtesse de Boufflers"	Yes													Female	1724-00-00	1724	1800-00-00	1800		France		unknown	 	ASmith	 	Rousseau	 	Hume	 			69200113	http://viaf.org/viaf/69200113/	76	44	120	

1348	http://en.wikipedia.org/wiki/Germain_Louis_Chauvelin	chauvgerma000622	Germain Louis Chauvelin	"Chauvelin, Germain Louis"							Yes	Yes						Male	1685-00-00	1685	4/1/1762	1762		France		unknown	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chauvelin....jpg/280px-Chauvelin....jpg	57368176	http://viaf.org/57368176	10	3	13	

1349	http://en.wikipedia.org/wiki/René_Louis_de_Voyer_de_Paulmy_d'Argenson	voyerrenel001247	"René Louis de Voyer de Paulmy, marquis d'Argenson"	"Voyer de Paulmy, René Louis de, marquis d'Argenson"	Yes				Yes		Yes							Male	10/18/1694	1694	1/26/1757	1757	Paris	France	Paris	France	 	 	Voltaire	 	D'Alembert	 	 			76454991	http://viaf.org/76454991	93	10	103	Argenson René-Louis

1350	http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_Saint-Lambert	saintjeanf001197	"Jean François de Saint-Lambert, marquis de Saint-Lambert"	"Saint-Lambert, Jean François de, marquis de"	Yes				Yes	Yes			Yes					Male	12/26/1716	1716	2/9/1803	1803	Nancy	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/d/d4/Jean-Fran%C3%A7ois_de_Saint-Lambert.jpg	71423453	http://viaf.org/viaf/71423453	113	12	125	

