SP ID	Source	EgoNetworksCombined	Wikipedia URL	EE ID	Full Name	Full Name Reversed	Particule?	Occupation	Political rank	Military rank	Relationships	Aristo title	Clerical title	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Salons	Encyclopedistes	Freemason	Jacobin	Société des Trente	Lodge	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet	Column6	Wikipedia Image Link	VIAF ID	VIAF URL	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID
1386	SP	Lambert			"Reine de Madaillan de Lesparre, marquise de Lassay"	"Reine de Madaillan de Lesparre, marquise de Lassay"	Yes					marquise		Letters_Literary	"Elite, Nobility"								Lambert_Nevers						Female	French																		32283429	http://viaf.org/viaf/32283429				
1387	SP	Lambert	https://en.wikipedia.org/wiki/Adrienne_Lecouvreur		Adrienne Lecouvreur	"Lecouvreur, Adrienne"		actor							Elite	"Artist, Cultural"							Lambert_Nevers						Female	French	1692-04-05	1692	1730-03-20	1730	Marne	France	Paris	France									https://upload.wikimedia.org/wikipedia/commons/8/85/1515_Adrienne_Lecouvreur.jpg	4977749	http://viaf.org/viaf/4977749				
1388	SP	Lambert	https://en.wikipedia.org/wiki/Henriette-Julie_de_Murat		"Henriette de Castelnau, comtesse de Murat"	"Murat, Henriette de Castelnau, comtesse de"		aristocrat				comtesse		Letters_Literary	"Elite, Nobility"								Lambert_Nevers						Female	French																		120728227	http://viaf.org/viaf/120728227				
1389	SP	Lambert			"Diane de Damas de Thiange, duchesse de Nevers"	"Nevers, duchesse de, Diane de Damas de Thiange"	Yes	aristocrat				duchesse			"Elite, Nobility"								Lambert_Nevers						Female	French																							
1390	SP	Lambert			"Marie-Anne Spinola, duchesse de Nevers"	"Nevers, Marie-Anne Spinola, duchesse de"		aristocrat				duchesse			"Elite, Nobility"								Lambert_Nevers						Female	French																							
1391	SP	Lambert			Monique-Thérèse Saint-Aulaire	"Saint-Aulaire, Monique-Thérèse"		aristocrat							"Elite, Nobility"								Lambert_Nevers						Female	French																							
1392	SP	Lambert			"Suzanne de Marconnay, madame de Saint-Hyacinthe"	"Saint-Hyacinthe, Suzanne de Marconnay, madame de"	Yes	aristocrat						Letters_Literary	"Elite, Nobility"								Lambert_Nevers						Female	French	1650		1718																				
1393	SP	Lambert	http://fr.wikipedia.org/wiki/Louise-Geneviève_Gillot_de_Saintonge		"Louise-Geneviève Gillot, dame de Saintonge"	"Saintonge, Louise-Geneviève Gillot, dame de"		"writer, aristocrat"						Letters	"Elite, Nobility"								Lambert_Nevers						Female	French	1682																						
1394	SP	Lambert			"Louise-Marquerite Buttet, madame Vatry"	"Vatry, Louise-Marquerite Buttet, madame"		writer							"Elite, Nobility"								Lambert_Nevers						Female	French																							
1395	SP	Lambert	http://en.wikipedia.org/wiki/Jean_Boivin_the_Younger		Jean Boivin the Younger	"Boivin, Jean, the Younger"		"writer, scholar, translator"															Lambert_Nevers						Male	French	1663-09-01	1663	1726	1726																			
1396	SP	Lambert	http://en.wikipedia.org/wiki/Dominique_Bouhours		Dominique Bouhours	"Bouhours, Dominique"		"Jesuit, essayist, grammatrian"						"Letters_Antiquarian, Letters_Religious"		Education	Catholic_Jesuit	"French Academy, Academy of Inscriptions"					Lambert_Nevers						Male	French	1628-05-15	1628	1702-05-27	1702	Paris	France	Paris	France									http://upload.wikimedia.org/wikipedia/commons/c/c4/Dominique_Bouhours_%281628-1702%29.jpg	41848917	http://viaf.org/viaf/41848917				
1397	SP	Lambert	http://en.wikipedia.org/wiki/Henri_de_Boulainvilliers		Henri de Boulainvilliers	"Boulainvilliers, Henri de"	Yes	"aristocrat, writer, historian"						Letters	"Elite, Nobility"								Lambert_Nevers						Male	French	1658-10-21	1658	1/23/1722	1722	Saint-Saire	France	Paris	France										71435985	http://viaf.org/viaf/71435985				
1398	SP	Lambert			abbé Christophe-Bernard de Bragelonne	"Bragelonne, abbé Christophe-Bernard de"	Yes	clergyman					abbé				Catholic_Clergy						Lambert_Nevers						Male	French																							
1399	SP	Lambert	http://en.wikipedia.org/wiki/Claude_Buffier		Claude Buffier	"Buffier, le Père Claude"		Jesuit						Letters_Philosophical			Catholic_Jesuit						Lambert_Nevers						Male	French	5/25/1661	1661	5/17/1737	1737		Poland	Paris	France										19719116	https://viaf.org/viaf/19719116				
1400	SP	Lambert	http://en.wikipedia.org/wiki/Timoléon_Cheminais_de_Montaigu		Timoléon de Cheminais de Montaigu	"Cheminais de Montaigu, le Pere Timoléon de"	Yes	clergyman						Letters_Religious			Catholic_Clergy						Lambert_Nevers						Male	French	1652	1652	1689	1689	Paris	France	Paris	France															
1401	SP	Lambert			abbé Antoine Conti	"Conti, abbé Antoine"		clergyman					abbé				Catholic_Clergy						Lambert_Nevers						Male	French																							
1402	SP	Lambert	https://en.wikipedia.org/wiki/Philippe_de_Courcillon		Philippe de Courcillon	"Courcillon, Philippe de"	Yes	"author, army officer, academy member"				marquis		Letters_Literary	"Nobility, Elite, Military, Government"			"French Academy, Académie des sciences"					Lambert_Nevers						Male	French	1638-09-21	1638	1720-09-09	1720	Dageau	France											https://commons.wikimedia.org/wiki/File:Portrait_Of_Phillippe_De_Courcillon.jpg#mediaviewer/File:Portrait_Of_Phillippe_De_Courcillon.jpg	7513421	http://viaf.org/viaf/7513421				
1403	SP	Lambert	http://en.wikipedia.org/wiki/Jean-Baptiste_Dubos		Jean-Baptiste Dubos	"Dubos, Jean-Baptiste"		academy member					abbé	Letters_Literary			Catholic_Clergy	French Academy					Lambert_Nevers						Male	French	1670-12	1670	1742-03-23	1742	Beauvais	France	Paris	France															
1404	SP	Lambert	http://fr.wikipedia.org/wiki/Louis-François_de_Fontenu		abbé Louis-François de Fontenu	"Fontenu, abbé Louis-François de"	Yes	clergyman						Letters_Antiquarian			Catholic_Clergy	Academy of Inscriptions					Lambert_Nevers						Male	French	8/16/1667	1667	9/8/1759	1759	Gâtinais	France	Paris	France										169992297	http://viaf.org/viaf/169992297				
1405	SP	Lambert	http://en.wikipedia.org/wiki/Étienne_Fourmont		Étienne Fourmont	"Fourmont, Étienne"		"soldier, orientalist, professor, academy member"						Letters_Antiquarian		Education		"Royal Society, Academy of Inscriptions"					Lambert_Nevers						Male	French	1683-06-23	1683	1745-12-08	1745	Herblay	France	Paris	France										19724806	http://viaf.org/viaf/19724806				
1406	SP	Lambert	http://en.wikipedia.org/wiki/Claude-François_Fraguier		abbé Claude-François Fraguier	"Fraguier, abbé Claude-François"		"writer, clergyman, professor, academy member"					abbé	Letters		Education	Catholic_Jesuit	"French Academy, Academy of Inscriptions"					Lambert_Nevers						Male	French	8/27/1660	1660	5/3/1728	1728	Paris	France	Paris	France										121961211	http://viaf.org/viaf/121961211				
1407	SP	Lambert	http://en.wikipedia.org/wiki/Jean_Gallois		abbé Jean Galloys	"Galloys, abbé Jean"		"clergyman, professor, academy member, royal librarian"					abbé	"Sciences_Mathematical, Letters"				"French Academy, Academy of Inscriptions, Académie des sciences"					Lambert_Nevers						Male	French	6/14/1632	1632	4/9/1707	1707	Paris	France	Paris	France															
1408	SP	Lambert	http://en.wikipedia.org/wiki/Nicolas_Gédoyn		abbé Nicolas Gédoyn	"Gédoyn, abbé Nicolas"		"clergyman, writer, academy member"									Catholic_Clergy	"French Academy, Academy of Inscriptions"					Lambert_Nevers						Male	French	1687	1687	1744	1744	Orléans	France	Beaugency	France										51679561	http://viaf.org/viaf/51679561				
1409	SP	Lambert	http://en.wikipedia.org/wiki/Nicolas-Hubert_de_Mongault		"Nicolas-Hubert de Mongault, abbé"	"Mongault, abbé Nicolas-Hubert de"		"clergyman, academy member"					abbé	Letters_Literary	"Nobility, Elite"			French Academy					Lambert_Nevers						Male	French																	http://upload.wikimedia.org/wikipedia/commons/8/80/Nicolas_Hubert_Mongault.jpg	17435025	https://viaf.org/viaf/17435025				
1410	SP	Lambert	http://en.wikipedia.org/wiki/Louis_de_Sacy		Louis-Silvestre Sacy	"Sacy, Louis-Silvestre"		"lawyer, author, academy member"						Letters_Literary	"Nobility, Elite"			French Academy					Lambert_Nevers						Male	French	1654	1654	11/26/1727	1727	Paris	France	Paris	France									http://upload.wikimedia.org/wikipedia/commons/d/da/Sacy_louis.jpg	71448962	https://viaf.org/viaf/71448962				
1411	SP	Lambert	http://en.wikipedia.org/wiki/Jean_Terrasson		Jean Terrasson	"Terrasson, Jean"		"writer, academy member"						Letters_Antiquarian				"French Academy, Académie des sciences"					Lambert_Nevers						Male	French	1670	1670	1750	1750	Lyon	France	Paris	France										12315598	https://viaf.org/viaf/12315598				
1412	SP	Lambert	http://en.wikipedia.org/wiki/Jean-Baptiste-Henri_de_Valincour		"Jean-Baptiste-Henri du Trousset, sieur de Valincour"	"Valincour, Jean-Baptiste-Henri du Trousset, sieur de"		"French admiral, writer, academy member"		admiral				Letters_Literary				"French Academy, Académie des sciences"					Lambert_Nevers						Male	French																		51807811	https://viaf.org/viaf/51807811				
1413	SP	Lambert	https://en.wikipedia.org/wiki/Anne_Pierre_d'Harcourt		"Anne-Pierre d'Harcourt, marquis de Beuvron"	"Beuvron, Anne-Pierre d'Harcourt, marquis de"		"aristocrat, army officier"		maréchal de France		marquis			"Government, Military, Nobility, Elite"								Lambert_Nevers						Male	French																		240948127	http://viaf.org/viaf/240948127				
1414	SP	Lambert	https://fr.wikipedia.org/wiki/Henry_d%27Harcourt		"Harcourt, Henri, marquis de Beuvron, maréchal de France"	"Harcourt, Henri, marquis de Beuvron, maréchal de France"		"aristocrat, army officier"		maréchal de France		marquis			"Government, Military, Nobility, Elite"								Lambert_Nevers						Male	French	1654	1654	1718	1718														4233952	http://viaf.org/viaf/4233952				
1415	SP	Lambert	"http://en.wikipedia.org/wiki/Henri-Jacques_Nompar_de_Caumont,_duc_de_La_Force"		"Henri-Jacques Nompar de Caumont, duc de La Force"	"Caumont, Henri-Jacques Nompar de, duc de La Force"		"aristocrat, academy member"				duc		Letters_Literary	"Government, Nobility, Elite"			"French Academy, Academy of Bordeaux"					Lambert_Nevers						Male	French	1675-03-05	1675	1726-07-20	1726	Périgord	France	Périgord	France										71382368	http://viaf.org/viaf/71382368				
1416	SP	Lambert			"Henri-François de La Rivière, marquis"	"La Rivière, marquis Henri-François de"		"aristocrat, army officier"		aide de camp		marquis		Letters	"Military, Nobility"								Lambert_Nevers						Male	French	1642	1642	1738	1738		France		France										73900301	http://viaf.org/viaf/73900301				
1417	SP	Lambert			"A.-L. de Madaillon de Lesparre, marquis de Lassay"	"Lassay, A.-L. de Madaillon de Lesparre, marquis de"		"aristocrat, army officier"				marquis											Lambert_Nevers						Male	French																							
1418	SP	Lambert	http://en.wikipedia.org/wiki/Philippe_Jules_Mancini		" Philippe-Julien Mazarini Mancini, duc de Nevers"	"Nevers, Philippe-Julien Mazarini Mancini, duc de"		"aristocrat, army officier, son of Mazarin"				duc			"Elite, Nobility, Military"								Lambert_Nevers						Male	French																		27331199	https://viaf.org/viaf/27331199				
1419	SP	Lambert	http://fr.wikipedia.org/wiki/Louis_de_Bréhan_de_Plélo		"Louis-Robert-Hippolyte de Bréhant, comte de Plélo"	"Plélo, Louis-Robert-Hippolyte de Bréhant, comte de"		"colonel, aristocrat, ambassador"		colonel		comte			"Military, Nobility, Elite"								Lambert_Nevers						Male	French	3/28/1699	1699	5/27/1734	1734	Rennes	France	Danzig	Poland										29670775	http://viaf.org/viaf/29670775				
1420	SP	Lambert	http://en.wikipedia.org/wiki/Claude_Louis_Hector_de_Villars		Claude Louis Hector de Villars	"Villars, Louis-Héctor, duc de, maréchal de France"		"aristocrat, army officier"		maréchal général de France		"duc, marquis"		Letters	"Military, Nobility, Elite"			French Academy					Lambert_Nevers						Male	French	10/1/1715	1715	9/24/1718	1718	Moulins	France	Turin	Sardinia										76402320	http://viaf.org/viaf/76402320				
1421	SP	"Lambert, Encyclopedistes"	https://en.wikipedia.org/wiki/Jean-Pierre_Nic%C3%A9ron		Jean-Pierre Niceron	"Nicéron, Jean-Pierre "		author						Letters									Lambert_Nevers	Yes					Male	French	1685-03-11	1685	1738-07-08	1738	Paris	France	Paris	France										128366	http://viaf.org/viaf/128366				
1422	SP	Lambert	http://en.wikipedia.org/wiki/François-Joseph_de_Beaupoil_de_Sainte-Aulaire		François-Joseph de Beaupoil de Sainte-Aulaire	"Beaupoil de Sainte-Aulaire, François-Joseph de"		"poet, army officer, academy member"				marquis		Letters_Literary	"Nobility, Elite, Military"			French Academy					"Lambert_Nevers, Sceaux"						Male	French																		89510202	https://viaf.org/viaf/89510202				
1423	SP	"Lambert, Tencin, Graffigny"	http://en.wikipedia.org/wiki/Pierre_de_Marivaux		Pierre de Marivaux	"Marivaux, Pierre de"	Yes	"playwright, academy member"						Letters_Literary	Elite	Cultural							"Lambert_Nevers, Tencin_Vivienne, Graffigny_dEnfer"						Male	French	1688-02-04	1688	1763-02-12	1763	Paris		Paris											102099473	https://viaf.org/viaf/102099473/				
1424	EE	"Voltaire, Rousseau, Lambert, Entresol"	http://en.wikipedia.org/wiki/Pierre-Joseph_Alary	alarypierr000051	Pierre Joseph Alary	"Alary, Pierre Joseph"		"academy member,tutor"						Letters_Literary	Elite	Education	Clergy	French Academy	Yes		Yes		"Lambert, Entresol"						Male	French	3/19/1689	1689	12/15/1770	1770	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/e/ef/Pierre-Joseph_Alary.jpg	59299094	http://viaf.org/viaf/59299094/	4	1	5	
1425	EE	"Voltaire, Lespinasse, Necker, Geoffrin, Holbach, Helvetius, Luxembourg"	http://en.wikipedia.org/wiki/François_Arnaud_(ecclesiastic)	arnaufranc000106	"François Arnaud, abbé de Grandchamp"	"Arnaud, François"		"academy member,clergyman,journalist, aristocrat"						"Letters_Literary, Letters_antiquarian"	Court	Cultural	Catholic_Clergy	"French Academy, Academy of Inscriptions"	Yes				"Lespinasse, Necker, Geoffrin, Holbach, Helvétius, Luxembourg"						Male	French	7/27/1721	1721	12/2/1784	1784	Comtat-Venaissin	France		unknown	 	 	Voltaire	 	 	 	 			66513672	http://viaf.org/66513672	5	0	5	
1426	EE	"Voltaire, Lespinasse"		bernilouis000268	"Louis Sébastien Bernin de Valentiné, marquis d'Ussé"	"Bernin de Valentiné, Louis Sébastien, marquis d'Ussé"	Yes	"civil servant,police official"	police			marquis			"Nobility, Government, Elite"								Lespinasse						Male	French	1692-00-00	1692	1772-00-00	1772		France		unknown	 	 	Voltaire	 	 	 	 					1	0	1	
1427	EE	"Voltaire, Deffand, Lespinasse"		larocmarie001057	"Marie Louise Nicole Élisabeth de La Rochefoucauld, duchesse d'Anville"	"La Rochefoucauld, Marie Louise Nicole Élisabeth de, duchesse d'Anville"	Yes	aristocrat				duchesse			"Elite, Nobility"								"Lespinasse, Deffand"						Female	French	1716-00-00	1716	1797-00-00	1797		France		unknown	 	 	Voltaire	 	 	 	 			2154640	http://viaf.org/2154640	5	17	22	
1428	"EE, CNRS-D"	"Voltaire, D'Alembert, Lespinasse"	http://en.wikipedia.org/wiki/Louis_Jules_Mancini_Mazarini	barbolouis000187	"Louis Jules Barbon Mancini-Mazarini, duc de Nivernais"	"Barbon Mancini-Mazarini, Louis Jules, duc de Nivernais"	Yes	"diplomat,author,patron"	diplomat			duc		Letters_Literary	"Nobility, Elite, Government, Military"			"French Academy, Academy of Inscriptions"	Yes				Lespinasse						Male	French	12/16/1716	1716	2/25/1798	1798	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/b/b5/Portrait_de_Louis-Jules_Mancini-Mazarini%2C_duc_de_Nivernais_%281716-1798%29.jpg	9979313	http://viaf.org/viaf/9979313/	3	4	7	Nivernais
1429	"EE, CNRS-D"	"Voltaire, D'Alembert, Rousseau, Hume, Lespinasse"	http://en.wikipedia.org/wiki/Guillaume-Chrétien_de_Lamoignon_de_Malesherbes	lamoichret001090	Chrétien Guillaume de Lamoignon de Malesherbes	"Lamoignon de Malesherbes, Chrétien Guillaume de"	Yes	statesman	minister					"Political Economy, Letters"	"Government, Elite, Nobility"			"French Academy, Académie des sciences, Academy of Inscriptions"	Yes				Lespinasse						Male	French	12/6/1721	1721	4/25/1794	1794	Paris	France	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	Hume	 		http://upload.wikimedia.org/wikipedia/commons/0/09/Chretien-Guillaume_de_Lamoignon_de_Malesherbes.jpg	73870973	http://viaf.org/73870973	198	96	294	Malesherbes
1430	EE	Brionne		rohanlouis023667	"Louise Julie Constance de Rohan-Montauban, comtesse de Brionne"	"Rohan-Montauban, Louise Julie Constance de, comtesse de Brionne"	Yes	aristocrat				comtesse		Letters_Literary	"Nobility, Elite"								Brionne						Female	French	1734-00-00	1734	1815-00-00	1815		France		unknown	 	 	 	 	 	 	 			37210207	http://viaf.org/viaf/37210207/	0	0	0	
1431	"EE, CNRS-D"	"D'Alembert, Rousseau, Lespinasse"	http://en.wikipedia.org/wiki/Jacques-Henri_Bernardin_de_Saint-Pierre	saintjacqu001200	Jacques Henri Bernardin de Saint-Pierre	"Saint-Pierre, Jacques Henri Bernardin de"	Yes	"scientist,author,botanist"						"Letters_Literary, Sciences_Natural"	Government	"Gardening-farming, Education"		French Academy	Yes	Yes			Lespinasse						Male	French	1/19/1737	1737	1/21/1814	1814	Le Havre	France	Eragny-sur-Oise	France	 	 	 	Rousseau	D'Alembert	 	 			59088938	http://viaf.org/59088938	5	1	6	Saint-Pierre
1432	"EE, CNRS-D"	"Voltaire, D'Alembert, Lespinasse, Deffand, Necker, Stael"	"http://en.wikipedia.org/wiki/Jacques_Antoine_Hippolyte,_Comte_de_Guibert"	guibejacqu002057	"Jacques Antoine Hippolyte de Guibert, comte de Guibert"	"Guibert, Jacques Antoine Hippolyte de, comte de Guibert"	Yes	"army officer,soldier,academy member,author,military writer"		officer		comte		Letters_Literary	"Elite, Military, Nobility"			French Academy	Yes		Yes		"Lespinasse, Deffand, Necker, Stael"						Male	French	11/12/1743	1743	5/5/1790	1790	Montauban	France		unknown	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Guibert.jpg/200px-Guibert.jpg	73854370	http://viaf.org/73854370	0	3	3	Guibert
1433	"EE, CNRS-D"	"Voltaire, D'Alembert, Lespinasse"		suardameli003258	Amélie Suard	"Suard, Amélie"		"author,salon hostess"						Letters_Literary	Elite								Lespinasse						Female	French	1750-00-00	1750	1830-00-00	1830	Lille	France		unknown	 	 	Voltaire	 	D'Alembert	 	 			15567282	http://viaf.org/15567282	9	12	21	Suard Amélie
1434	EE	"Hume, Holbach"	http://en.wikipedia.org/wiki/Isaac_Barr%C3%A9	barreisaac000200	Colonel Isaac Barré	"Barré, Colonel Isaac"		"army officer,soldier,politician"						Political Economy	"Military, Government"								Holbach						Male	Irish	1726-00-00	1726	7/20/1802	1802	Dublin	Ireland	London	England	 	 	 	 	 	Hume	 		http://upload.wikimedia.org/wikipedia/commons/0/06/Col_Barre.jpg	3878347	http://viaf.org/viaf/3878347	1	0	1	
1435	CNRS-D	"D'Alembert, Lespinasse, Necker, Geoffrin, Holbach, Helvetius"	http://it.wikipedia.org/wiki/Domenico_Caracciolo	caracdomen004417	"Domenico Caracciolo (Caraccioli), marquis de Villamaina"	"Caracciolo, Domenico, marquis de Villamaina"		"judge,diplomat,governor,provincial governor"	diplomat			marquess		Political Economy	"Nobility, Elite, Government"	Legal							"Lespinasse, Necker, Geoffrin, Holbach, Helvetius"						Male	Italian	1715-00-00	1715	1789-00-00	1789	Malpartida de la Serena	 Spain	Napoli	 Italia	 	 	 	 	 	 	 			25406773	http://viaf.org/viaf/25406773/	0	2	2	Caracciolo
1436	SP	Lespinasse			comte d'Anzély	"d'Anzély, comte"	Yes	aristocrat				comte			Nobility								Lespinasse						Female	French																							
1437	SP	Lespinasse			"vicomte de Saint-Chamans, Joseph Louis de Saint-Chamans (?)"	"Saint-Chamans, vicomte de, Joseph Louis de Saint-Chamans (?)"	Yes	aristocrat				vicomte			"Nobility, Elite, Military"								Lespinasse						Male	French																							
1438	SP	Lespinasse			"marquise de Saint-Chamans, Louyse Françoise Charlotte de Malézieu (?)"	"Saint-Chamans, marquise de, Louyse Françoise Charlotte de Malézieu (?)"	Yes	aristocrat				marquise			"Nobility, Elite"								Lespinasse						Female	French																							
1439	SP	Lespinasse			Mme de Meulan	"Meulan, Mme de"	Yes	aristocrat							Nobility								Lespinasse						Female	French																							
1440	SP	Lespinasse			chevalier d'Aguesseau	"d'Aguesseau, chevalier "	Yes	aristocrat				chevalier			Nobility								Lespinasse						Male	French																							
1441	SP	Lespinasse			comte de Schïomberg	"Schïomberg, comte de "	Yes	aristocrat				comte			Nobility								Lespinasse						Male	French																							
1442	SP	"Lespinasse, Deffand"	"http://en.wikipedia.org/wiki/Pedro_Pablo_Abarca_de_Bolea,_10th_Count_of_Aranda"		"comte d'Aranda, Pedro Pablo Abarca de Bolea (?)"	"Bolea, Pedro Pablo Abarca de, comte d'Aranda,  (?)"	Yes	aristocrat				comte		Political Economy	"Nobility, Elite, Military, Government"								"Lespinasse, Deffand"						Male	French	1718	1718	1798	1798	"Siétamo, Huesca"		"Épila, Saragossa"											27864831	https://viaf.org/viaf/27864831/				
1443	SP	Lespinasse			"don José Pignatelli y Gonzaga, marquis de mora"	"Pignatelli y Gonzaga, José"		aristocrat				marquis			"Nobility, Elite, Military"								Lespinasse						Male	Spanish	4/19/1744	1744	6/21/1772	1772	Sargossa	Spain	Bordeaux	France															
1444	SP	"Hume, Lespinasse"	"http://en.wikipedia.org/wiki/Francis_Seymour-Conway,_1st_Marquess_of_Hertford"		"Francis Seymour-Conway, 1st Marquess of Hertford"	"Seymour-Conway, Francis, 1st Marquess of Hertford"	Yes	art collector				marquess		"Collector, Letters"	"Nobility, Elite, Court, Government"								Lespinasse						Male	English	1718-07-05	1718	1794-06-14	1794	Chelsea													23693156	https://viaf.org/viaf/23693156/				
1445	SP	"Lespinasse, Geoffrin, Graffigny, Holbach, Necker"	https://de.wikipedia.org/wiki/Karl_Heinrich_von_Gleichen		"Karl Heinrich von Gleichen, Baron von Gleichen"	"von Gleichen, Karl Heinrich , Baron von Gleichen"	Yes	diplomat				baron		Letters_Literary	"Nobility, Government, Elite"								"Lespinasse, Geoffrin, Graffigny, Holbach, Necker"						Male	Danish/Austrian		1733		1807														80852965	https://viaf.org/viaf/80852965/				
1446	EE	"Voltaire, Lespinasse, Geoffrin"	http://en.wikipedia.org/wiki/Antoine_Léonard_Thomas	thomaantoi003303	Antoine Léonard Thomas	"Thomas, Antoine Léonard"		"academy member,poet,author,critic"						Letters_Literary	Elite			"French Academy, Academy of Rouen"	Yes				"Lespinasse, Geoffrin"						Male	French	10/1/1732	1732	9/17/1785	1785	Clermont-Ferrand	France		unknown	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/c/c9/Antoine-L%C3%A9onard_Thomas.jpg	9877946	http://viaf.org/9877946	4	1	5	
1447	SP	"Lespinasse, Geoffrin, Deffand"	http://en.wikipedia.org/wiki/Étienne_Charles_de_Loménie_de_Brienne		Étienne Charles de Loménie de Brienne	"Loménie de Brienne, Étienne Charles de "	Yes	politician						Political Economy 	"Elite, Government"		Clergy						"Lespinasse, Geoffrin, Deffand"						Male	French	1727-10-09	1727	1794-02-16		Paris		Paris											14840263	https://viaf.org/viaf/14840263/				
1448	"EE, CNRS-D"	"Voltaire, D'Alembert, Rousseau, ASmith, Lespinasse, Geoffrin, Boufflers, Holbach"	http://en.wikipedia.org/wiki/David_Hume	humedavid0002009	David Hume	"Hume, David"		"historian,philosopher"						"Letters_Philosophical, Letters_Literary"				Philosophical Society of Edinburgh					"Lespinasse, Geoffrin, Boufflers, Holbach"						Male	Scottish	5/7/1711	1711	8/25/1776	1776	Edinburgh	Scotland	Edinburgh	Scotland	 	ASmith	Voltaire	Rousseau	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Painting_of_David_Hume.jpg/200px-Painting_of_David_Hume.jpg	49226972	http://viaf.org/49226972	218	804	1022	Hume David
1449	EE	"Voltaire, Lespinasse"		ducdelouis002374	"Louis Alexandre de La Rochefoucauld, duc de La Rochefoucauld"	"La Rochefoucauld, Louis Alexandre de, duc de La Rochefoucauld"	Yes	politician				duc		Political Economy	"Government, Nobility, Elite"			"Academy of La Rochelle, Académie des sciences, Société de médecine de Paris"	Yes				Lespinasse						Male	French	7/17/1743	1743	9/3/1792	1792		France	Gisors	France	 	 	Voltaire	 	 	 	 			9879850	http://viaf.org/9879850	2	2	4	
1450	EE	"Deffand, Lespinasse"		balbilouis000888	"Louis François Félix Dorothée Des Balbes de Berton, comte de Crillon"	"Balbes de Berton, Louis François Félix Dorothée Des, comte de Crillon"	Yes	"general,army officer,soldier,politician,aristocrat,revolutionary"		high-ranking_general		comte		Political Economy	"Nobility, Military, Elite, Government"								"Lespinasse, Deffand"						Male	French	1748-00-00	1748	1827-00-00	1827		France		unknown	 	 	 	 	 	 	 					0	1	1	
1451	CNRS-D	"D'Alembert, Deffand"	https://fr.wikipedia.org/wiki/Étienne_Canaye		"Etienne Canaye, abbé Canaye"	"Canaye, Etienne"							abbé	Letters_Literary			Catholic_Clergy	Academy of Inscriptions	Yes		Yes		Deffand						Male	French	1694-00-00	1694	1782-00-00	1782	Paris	 France	Paris	 France	 	 	 	 	 	 	 					0	0	0	Canaye
1452	SP	Luynes	http://en.wikipedia.org/wiki/Christophe_de_Beaumont		Christophe de Beaumont	"Beaumont, Christophe de "	Yes	archêveque de Paris							"Nobility, Elite"		Catholic_High-ranking officials						Luynes						Male	French	1703-07-26	1703	1781-12-12	1781	Paris	France	Paris	France										39373425	https://viaf.org/viaf/39373425/				
1453	SP	Luynes	http://fr.wikipedia.org/wiki/Frédéric-Jérôme_de_La_Rochefoucauld		Frédéric Jérôme de Roye de La Rochefoucauld	"La Rochefoucauld, Frédéric Jérôme de Roye de"	Yes	"archbishop, cardinal, ambassador"							"Nobility, Elite"		Catholic_High-ranking officials 						Luynes						Male	French	7/16/1701		4/29/1757	1757	Versailles		Paris																
1454	SP	Luynes	http://en.wikipedia.org/wiki/Paul_d'Albert_de_Luynes		Paul d'Albert de Luynes	"d'Albert de Luynes, Paul "	Yes	"bishop, cardinal, academy member"							"Elite, Nobility"		Catholic_High-ranking officials	French Academy					Luynes						Male	French	1703-01-05	1703	1788-01-21	1788	Versailles		Paris											9942722	https://viaf.org/viaf/9942722/				
1455	SP	"Luynes, Leszcynska"	http://en.wikipedia.org/wiki/Charles_Philippe_d'Albert_de_Luynes		Charles Philippe d'Albert de Luynes	"d'Albert de Luynes, Charles Philippe "	Yes	"soldier, officer"						Letters_Literary	"Nobility, Elite"	Cultural							"Luynes, Leszcynska"						Male	French	1695-07-30	1695	1758-11-02	1758														66595697	https://viaf.org/viaf/66595697/				
1456	SP	"Luynes, Leszcynska, Deffand"	http://en.wikipedia.org/wiki/Marie_Brûlart		Marie Brûlart	"Brûlart, Marie"	Yes	Deffand's aunt				duchesse de Luynes			"Nobility, Elite, Court"								"Luynes, Leszcynska, Deffand"						Female	French	1684	1684	1763	1763														162146529	https://viaf.org/viaf/162146529/				
